Date,Wind_Total Generation,Solar_Total Generation,System Load
2020-04-12,496,3.0,6497
2020-04-13,227,5.0,6607
2020-04-14,430,2.0,6590
2020-04-15,700,3.0,6653
2020-04-16,458,5.0,6486
2020-04-17,1098,3.0,6503
2020-04-18,322,3.0,6200
2020-04-19,648,5.0,6129
2020-04-20,724,4.0,6355
2020-04-21,1173,4.0,6293
2020-04-22,766,4.0,6268
2020-04-23,529,5.0,6302
2020-04-24,509,7.0,6204
2020-04-25,1177,7.0,5998
2020-04-26,1281,10.0,6041
2020-04-27,1266,5.0,6357
2020-04-28,1038,11.0,6265
2020-04-29,602,7.0,6197
2020-04-30,1159,8.0,6221
2020-05-01,517,11.0,6014
2020-05-02,331,15.0,5789
2020-05-03,1312,8.0,5898
2020-05-04,1091,6.0,6173
2020-05-05,280,12.0,5980
2020-05-06,697,5.0,5980
2020-05-07,510,7.0,6084
2020-05-08,777,5.0,6192
2020-05-09,334,10.0,5956
2020-05-10,378,9.0,5985
2020-05-11,336,8.0,6206
2020-05-12,487,8.0,6244
2020-05-13,279,4.0,6242
2020-05-14,859,17.0,6307
2020-05-15,274,16.0,6182
2020-05-16,857,10.0,6001
2020-05-17,423,5.0,5936
2020-05-18,454,5.0,6025
2020-05-19,432,8.0,6185
2020-05-20,301,1.0,6225
2020-05-21,879,1.0,6366
2020-05-22,1110,5.0,6273
2020-05-23,261,7.0,5945
2020-05-24,433,10.0,5949
2020-05-25,923,5.0,6222
2020-05-26,987,3.0,6179
2020-05-27,376,8.0,6113
2020-05-28,335,6.0,6204
2020-05-29,439,5.0,6224
2020-05-30,808,6.0,6155
2020-05-31,1121,5.0,6131
2020-06-01,1059,5.0,6288
2020-06-02,856,6.0,6304
2020-06-03,833,6.0,6313
2020-06-04,255,4.0,6233
2020-06-05,357,5.0,6190
2020-06-06,512,3.0,6019
2020-06-07,816,3.0,6031
2020-06-08,736,5.0,6270
2020-06-09,1107,10.0,6350
2020-06-10,984,11.0,6390
2020-06-11,540,5.0,6470
2020-06-12,530,6.0,6533
2020-06-13,575,5.0,6264
2020-06-14,1368,5.0,6235
2020-06-15,1360,10.0,6436
2020-06-16,665,9.0,6327
2020-06-17,695,2.0,6328
2020-06-18,238,10.0,6308
2020-06-19,186,16.0,6375
2020-06-20,601,18.0,6320
2020-06-21,511,13.0,6290
2020-06-22,371,14.0,6620
2020-06-23,581,20.0,6717
2020-06-24,491,14.0,6646
2020-06-25,294,23.0,6701
2020-06-26,707,19.0,6737
2020-06-27,339,16.0,6355
2020-06-28,496,10.0,6165
2020-06-29,522,10.0,6555
2020-06-30,792,13.0,6558
2020-07-01,1168,23.0,6315
2020-07-02,1332,23.0,6465
2020-07-03,471,28.0,6521
2020-07-04,514,23.0,6232
2020-07-05,167,22.0,6077
2020-07-06,122,21.0,6514
2020-07-07,652,8.0,6496
2020-07-08,973,10.0,6433
2020-07-09,236,24.0,6529
2020-07-10,656,24.0,6578
2020-07-11,553,26.0,6407
2020-07-12,1095,20.0,6361
2020-07-13,663,26.0,6542
2020-07-14,670,30.0,6707
2020-07-15,487,18.0,6705
2020-07-16,555,22.0,6771
2020-07-17,382,20.0,6547
2020-07-18,443,23.0,6239
2020-07-19,243,16.0,6200
2020-07-20,169,23.0,6665
2020-07-21,376,20.0,6783
2020-07-22,363,30.0,6853
2020-07-23,557,22.0,6888
2020-07-24,554,15.0,6599
2020-07-25,267,20.0,6250
2020-07-26,117,23.0,6311
2020-07-27,283,28.0,6952
2020-07-28,666,27.0,7242
2020-07-29,409,28.0,7254
2020-07-30,214,20.0,7226
2020-07-31,350,26.0,7145
2020-08-01,637,22.0,6793
2020-08-02,540,29.0,6730
2020-08-03,864,19.0,6696
2020-08-04,147,29.0,6841
2020-08-05,346,28.0,6947
2020-08-06,663,25.0,7056
2020-08-07,1119,18.0,6695
2020-08-08,929,22.0,6368
2020-08-09,418,27.0,6249
2020-08-10,626,30.0,6659
2020-08-11,288,25.0,6631
2020-08-12,635,21.0,6653
2020-08-13,616,24.0,6770
2020-08-14,492,26.0,6774
2020-08-15,386,29.0,6629
2020-08-16,231,30.0,6777
2020-08-17,367,22.0,7195
2020-08-18,493,27.0,7271
2020-08-19,407,26.0,7087
2020-08-20,551,20.0,7047
2020-08-21,294,29.0,7056
2020-08-22,776,27.0,6613
2020-08-23,283,28.0,6444
2020-08-24,464,23.0,6785
2020-08-25,317,26.0,6699
2020-08-26,218,28.0,6677
2020-08-27,411,28.0,6658
2020-08-28,403,27.0,6624
2020-08-29,781,19.0,6296
2020-08-30,553,26.0,6154
2020-08-31,696,23.0,6492
2020-09-01,1018,26.0,6452
2020-09-02,845,14.0,6377
2020-09-03,338,23.0,6434
2020-09-04,288,25.0,6388
2020-09-05,581,25.0,6141
2020-09-06,246,5.0,6029
2020-09-07,664,16.0,6133
2020-09-08,515,19.0,6348
2020-09-09,102,27.0,6377
2020-09-10,414,27.0,6576
2020-09-11,409,25.0,6563
2020-09-12,406,19.0,6282
2020-09-13,429,12.0,6198
2020-09-14,170,5.0,6475
2020-09-15,208,13.0,6490
2020-09-16,217,18.0,6546
2020-09-17,250,21.0,6557
2020-09-18,457,14.0,6576
2020-09-19,714,7.0,6331
2020-09-20,857,18.0,6383
2020-09-21,652,21.0,6561
2020-09-22,222,13.0,6645
2020-09-23,854,19.0,6647
2020-09-24,1335,20.0,6665
2020-09-25,1254,14.0,6645
2020-09-26,1308,14.0,6324
2020-09-27,791,25.0,6356
2020-09-28,1171,11.0,6774
2020-09-29,833,19.0,6681
2020-09-30,215,18.0,6625
2020-10-01,562,15.0,6652
2020-10-02,243,20.0,6578
2020-10-03,435,21.0,6311
2020-10-04,983,14.0,6296
2020-10-05,814,19.0,6562
2020-10-06,828,13.0,6513
2020-10-07,271,14.0,6509
2020-10-08,952,11.0,6634
2020-10-09,524,12.0,6640
2020-10-10,1263,6.0,6393
2020-10-11,1381,16.0,6395
2020-10-12,511,9.0,6356
2020-10-13,655,3.0,6632
2020-10-14,444,11.0,6664
2020-10-15,646,10.0,6730
2020-10-16,843,5.0,6838
2020-10-17,404,8.0,6717
2020-10-18,69,8.0,6761
2020-10-19,504,6.0,7008
2020-10-20,311,14.0,6940
2020-10-21,660,3.0,7071
2020-10-22,89,7.0,7187
2020-10-23,259,3.0,7154
2020-10-24,390,10.0,7040
2020-10-25,743,13.0,7063
2020-10-26,1176,8.0,7187
2020-10-27,1490,10.0,7166
2020-10-28,481,6.0,7118
2020-10-29,496,9.0,7138
2020-10-30,1441,13.0,7185
2020-10-31,811,17.0,6860
2020-11-01,1228,13.0,6698
2020-11-02,1504,13.0,7018
2020-11-03,1311,8.0,6924
2020-11-04,1283,10.0,7013
2020-11-05,1218,7.0,7086
2020-11-06,134,6.0,7179
2020-11-07,665,1.0,7188
2020-11-08,1083,2.0,7279
2020-11-09,876,11.0,7312
2020-11-10,1169,4.0,7316
2020-11-11,439,7.0,7309
2020-11-12,1400,9.0,7492
2020-11-13,1204,6.0,7435
2020-11-14,1004,8.0,7277
2020-11-15,1210,10.0,7316
2020-11-16,664,10.0,7539
2020-11-17,910,6.0,7488
2020-11-18,936,6.0,7396
2020-11-19,92,4.0,7472
2020-11-20,1056,7.0,7480
2020-11-21,994,9.0,7161
2020-11-22,1086,8.0,7250
2020-11-23,708,8.0,7376
2020-11-24,1413,8.0,7490
2020-11-25,1017,7.0,7315
2020-11-26,1308,8.0,7292
2020-11-27,1343,9.0,7226
2020-11-28,981,7.0,7052
2020-11-29,1437,5.0,7157
2020-11-30,1548,4.0,7266
2020-12-01,706,11.0,7165
2020-12-02,606,10.0,7111
2020-12-03,1351,11.0,7147
2020-12-04,1083,10.0,7156
2020-12-05,1095,9.0,6953
2020-12-06,1431,10.0,6907
2020-12-07,1424,4.0,7121
2020-12-08,1024,4.0,7106
2020-12-09,383,3.0,7158
2020-12-10,279,9.0,7351
2020-12-11,64,1.0,7573
2020-12-12,510,6.0,7385
2020-12-13,223,2.0,7477
2020-12-14,628,4.0,7572
2020-12-15,1311,5.0,7491
2020-12-16,1353,8.0,7360
2020-12-17,1241,6.0,7516
2020-12-18,1103,8.0,7578
2020-12-19,1432,9.0,7153
2020-12-20,1443,6.0,7057
2020-12-21,593,2.0,7292
2020-12-22,815,1.0,7398
2020-12-23,1217,3.0,7514
2020-12-24,1461,5.0,7127
2020-12-25,750,4.0,6958
2020-12-26,202,2.0,6939
2020-12-27,146,1.0,7056
2020-12-28,765,2.0,7292
2020-12-29,778,4.0,7323
2020-12-30,1134,5.0,7312
2020-12-31,800,7.0,7140
2021-01-01,1383,4.0,6918
2021-01-02,1492,7.0,6947
2021-01-03,1357,7.0,6929
2021-01-04,981,7.0,7192
2021-01-05,1296,6.0,7311
2021-01-06,1254,5.0,7219
2021-01-07,219,10.0,7156
2021-01-08,1033,11.0,7322
2021-01-09,1027,10.0,7093
2021-01-10,1394,7.0,7109
2021-01-11,1497,5.0,7331
2021-01-12,1242,4.0,7270
2021-01-13,1264,2.0,7359
2021-01-14,1106,11.0,7295
2021-01-15,1206,4.0,7213
2021-01-16,1163,10.0,6910
2021-01-17,1193,3.0,6990
2021-01-18,703,6.0,7132
2021-01-19,1320,5.0,7245
2021-01-20,1014,12.0,7207
2021-01-21,226,11.0,7187
2021-01-22,207,12.0,7284
2021-01-23,269,6.0,7290
2021-01-24,200,5.0,7373
2021-01-25,148,6.0,7650
2021-01-26,317,6.0,7631
2021-01-27,220,5.0,7599
2021-01-28,14,3.0,7603
2021-01-29,7,4.0,7520
2021-01-30,487,10.0,7383
2021-01-31,1003,8.0,7323
2021-02-01,823,8.0,7466
2021-02-02,886,10.0,7563
2021-02-03,242,9.0,7401
2021-02-04,734,6.0,7567
2021-02-05,296,3.0,7666
2021-02-06,95,5.0,7736
2021-02-07,44,6.0,7712
2021-02-08,135,6.0,7918
2021-02-09,294,7.0,8026
2021-02-10,270,6.0,8043
2021-02-11,433,6.0,8095
2021-02-12,221,6.0,7819
2021-02-13,122,9.0,7630
2021-02-14,727,6.0,7685
2021-02-15,406,14.0,7633
2021-02-16,140,12.0,7597
2021-02-17,189,11.0,7420
2021-02-18,1076,26.0,7539
2021-02-19,1387,31.0,7425
2021-02-20,1482,37.0,7189
2021-02-21,1425,13.0,7084
2021-02-22,1223,22.0,7151
2021-02-23,548,13.0,7242
2021-02-24,840,36.0,7252
2021-02-25,1473,26.0,7345
2021-02-26,813,19.0,7392
2021-02-27,391,25.0,7173
2021-02-28,1325,38.0,7159
2021-03-01,1544,21.0,7200
2021-03-02,1294,33.0,7061
2021-03-03,788,42.0,6929
2021-03-04,386,50.0,6906
2021-03-05,915,41.0,6975
2021-03-06,885,15.0,6852
2021-03-07,1099,37.0,6880
2021-03-08,605,39.0,7023
2021-03-09,478,31.0,7010
2021-03-10,769,20.0,7125
2021-03-11,612,47.0,7105
2021-03-12,907,46.0,7019
2021-03-13,467,43.0,6733
2021-03-14,1079,46.0,6651
2021-03-15,844,47.0,7038
2021-03-16,121,52.0,6821
2021-03-17,484,53.0,6772
2021-03-18,672,52.0,6699
2021-03-19,1253,42.0,6729
2021-03-20,1353,48.0,6581
2021-03-21,880,35.0,6592
2021-03-22,920,27.0,6930
2021-03-23,562,44.0,6891
2021-03-24,923,21.0,6936
2021-03-25,377,26.0,6948
2021-03-26,253,36.0,6815
2021-03-27,798,52.0,6642
2021-03-28,1346,30.0,6650
2021-03-29,904,26.0,6874
2021-03-30,720,40.0,6889
2021-03-31,1234,46.0,6785
2021-04-01,1398,36.0,6513
2021-04-02,663,48.0,6252
2021-04-03,588,45.0,6233
2021-04-04,1122,28.0,6350
2021-04-05,483,59.0,6445
2021-04-06,659,50.0,6508
2021-04-07,1238,28.0,6528
2021-04-08,824,21.0,6598
2021-04-09,1279,40.0,6696
2021-04-10,999,25.0,6612
2021-04-11,433,37.0,6538
2021-04-12,337,47.0,6695
2021-04-13,122,74.0,6608
2021-04-14,102,83.0,6523
2021-04-15,135,73.0,6531
2021-04-16,75,105.0,6487
2021-04-17,301,98.0,6291
2021-04-18,651,18.0,6510
2021-04-19,447,62.0,6567
2021-04-20,220,103.0,6456
2021-04-21,793,97.0,6498
2021-04-22,897,45.0,6609
2021-04-23,54,77.0,6507
2021-04-24,75,51.0,6382
2021-04-25,62,40.0,6279
2021-04-26,626,95.0,6521
2021-04-27,921,97.0,6644
2021-04-28,829,95.0,6554
2021-04-29,880,68.0,6516
2021-04-30,1434,92.0,6510
2021-05-01,863,63.0,6257
2021-05-02,397,77.0,6208
2021-05-03,240,80.0,6472
2021-05-04,312,76.0,6533
2021-05-05,209,89.0,6468
2021-05-06,809,95.0,6468
2021-05-07,1115,29.0,6479
2021-05-08,790,33.0,6388
2021-05-09,147,23.0,6146
2021-05-10,292,89.0,6394
2021-05-11,263,78.0,6413
2021-05-12,248,103.0,6429
2021-05-13,292,70.0,6378
2021-05-14,74,97.0,6382
2021-05-15,237,105.0,6247
2021-05-16,374,109.0,6334
2021-05-17,982,105.0,6700
2021-05-18,1187,100.0,6740
2021-05-19,603,77.0,6740
2021-05-20,403,29.0,6604
2021-05-21,32,44.0,6536
2021-05-22,178,57.0,6200
2021-05-23,232,18.0,6154
2021-05-24,797,41.0,6226
2021-05-25,334,52.0,6421
2021-05-26,734,83.0,6425
2021-05-27,1222,98.0,6634
2021-05-28,1388,85.0,6519
2021-05-29,495,99.0,6228
2021-05-30,331,118.0,6330
2021-05-31,412,106.0,6676
2021-06-01,176,105.0,6940
2021-06-02,276,113.0,7243
2021-06-03,786,110.0,7224
2021-06-04,744,109.0,7001
2021-06-05,1102,105.0,6584
2021-06-06,939,75.0,6509
2021-06-07,1087,104.0,6820
2021-06-08,172,40.0,6699
2021-06-09,127,33.0,6740
2021-06-10,509,33.0,6823
2021-06-11,831,114.0,6693
2021-06-12,859,79.0,6438
2021-06-13,409,95.0,6600
2021-06-14,452,90.0,7309
2021-06-15,930,95.0,7251
2021-06-16,1274,109.0,6941
2021-06-17,892,126.0,6829
2021-06-18,201,124.0,6733
2021-06-19,444,86.0,6490
2021-06-20,275,82.0,6444
2021-06-21,256,116.0,7037
2021-06-22,587,112.0,7338
2021-06-23,430,99.0,7150
2021-06-24,150,51.0,7093
2021-06-25,266,109.0,7230
2021-06-26,304,105.0,7208
2021-06-27,117,106.0,7274
2021-06-28,312,111.0,7850
2021-06-29,287,116.0,8047
2021-06-30,472,117.0,7999
2021-07-01,661,116.0,7746
2021-07-02,712,108.0,7666
2021-07-03,214,105.0,7096
2021-07-04,366,82.0,6717
2021-07-05,215,48.0,6908
2021-07-06,161,81.0,6906
2021-07-07,165,86.0,7130
2021-07-08,70,95.0,7278
2021-07-09,66,101.0,7394
2021-07-10,398,111.0,7229
2021-07-11,461,81.0,6886
2021-07-12,162,101.0,7284
2021-07-13,253,92.0,7427
2021-07-14,475,103.0,7632
2021-07-15,402,96.0,7613
2021-07-16,350,101.0,7356
2021-07-17,443,104.0,6846
2021-07-18,156,52.0,6636
2021-07-19,104,40.0,7023
2021-07-20,174,59.0,7068
2021-07-21,323,69.0,7113
2021-07-22,934,111.0,6996
2021-07-23,805,89.0,7033
2021-07-24,297,100.0,6651
2021-07-25,246,93.0,6664
2021-07-26,361,99.0,7064
2021-07-27,323,82.0,7064
2021-07-28,292,89.0,7174
2021-07-29,396,93.0,7308
2021-07-30,188,87.0,7344
2021-07-31,375,90.0,7103
2021-08-01,532,88.0,7025
2021-08-02,509,40.0,6955
2021-08-03,303,91.0,7324
2021-08-04,145,57.0,7186
2021-08-05,285,92.0,7248
2021-08-06,890,64.0,7073
2021-08-07,902,83.0,6518
2021-08-08,226,18.0,6283
2021-08-09,658,78.0,6806
2021-08-10,975,82.0,6779
2021-08-11,887,101.0,6835
2021-08-12,81,98.0,6916
2021-08-13,305,101.0,7179
2021-08-14,726,85.0,7004
2021-08-15,664,61.0,6855
2021-08-16,831,36.0,6937
2021-08-17,473,9.0,6715
2021-08-18,229,63.0,6640
2021-08-19,333,58.0,6551
2021-08-20,165,55.0,6511
2021-08-21,113,36.0,6262
2021-08-22,622,76.0,6263
2021-08-23,646,75.0,6594
2021-08-24,338,61.0,6533
2021-08-25,459,93.0,6659
2021-08-26,594,81.0,6738
2021-08-27,521,65.0,6651
2021-08-28,471,101.0,6399
2021-08-29,344,106.0,6503
2021-08-30,222,96.0,6830
2021-08-31,666,98.0,6803
2021-09-01,835,79.0,6644
2021-09-02,362,91.0,6592
2021-09-03,195,100.0,6603
2021-09-04,601,96.0,6361
2021-09-05,1095,75.0,6369
2021-09-06,607,94.0,6349
2021-09-07,198,96.0,6473
2021-09-08,670,57.0,6685
2021-09-09,601,91.0,6663
2021-09-10,408,63.0,6613
2021-09-11,275,21.0,6352
2021-09-12,590,52.0,6271
2021-09-13,321,73.0,6431
2021-09-14,748,91.0,6469
2021-09-15,714,54.0,6408
2021-09-16,539,96.0,6452
2021-09-17,971,50.0,6385
2021-09-18,1386,69.0,6219
2021-09-19,931,69.0,6126
2021-09-20,715,83.0,6458
2021-09-21,1230,105.0,6559
2021-09-22,1294,69.0,6589
2021-09-23,469,87.0,6459
2021-09-24,569,91.0,6525
2021-09-25,902,81.0,6270
2021-09-26,1042,68.0,6270
2021-09-27,1051,95.0,6643
2021-09-28,1215,58.0,6555
2021-09-29,1396,105.0,6626
2021-09-30,1361,91.0,6625
2021-10-01,587,86.0,6540
2021-10-02,1186,52.0,6404
2021-10-03,1220,80.0,6300
2021-10-04,241,76.0,6504
2021-10-05,568,65.0,6733
2021-10-06,906,59.0,6818
2021-10-07,516,93.0,6724
2021-10-08,399,92.0,6609
2021-10-09,1254,82.0,6411
2021-10-10,1221,59.0,6456
2021-10-11,396,75.0,6441
2021-10-12,615,98.0,6756
2021-10-13,909,67.0,6771
2021-10-14,921,68.0,6759
2021-10-15,1449,63.0,6767
2021-10-16,1393,51.0,6515
2021-10-17,918,50.0,6451
2021-10-18,521,54.0,6709
2021-10-19,624,67.0,6760
2021-10-20,1002,59.0,6835
2021-10-21,959,73.0,6796
2021-10-22,757,31.0,6797
2021-10-23,1216,14.0,6748
2021-10-24,738,67.0,6617
2021-10-25,1332,23.0,6862
2021-10-26,1573,79.0,6868
2021-10-27,1557,56.0,6886
2021-10-28,798,34.0,6909
2021-10-29,401,4.0,6957
2021-10-30,499,65.0,6857
2021-10-31,99,81.0,6799
2021-11-01,701,75.0,7200
2021-11-02,1343,66.0,7234
2021-11-03,1391,44.0,7216
2021-11-04,1122,42.0,6999
2021-11-05,1411,55.0,6923
2021-11-06,1121,53.0,6838
2021-11-07,1672,69.0,7016
2021-11-08,1250,53.0,7243
2021-11-09,1126,15.0,7307
2021-11-10,1646,41.0,7248
2021-11-11,558,54.0,7077
2021-11-12,1424,13.0,7291
2021-11-13,1399,45.0,6966
2021-11-14,800,18.0,6975
2021-11-15,784,24.0,7256
2021-11-16,1482,40.0,7515
2021-11-17,896,42.0,7416
2021-11-18,1384,7.0,7375
2021-11-19,416,28.0,7241
2021-11-20,1360,27.0,7254
2021-11-21,1279,18.0,7206
2021-11-22,1562,19.0,7288
2021-11-23,1082,11.0,7425
2021-11-24,922,28.0,7413
2021-11-25,1514,15.0,7335
2021-11-26,1543,36.0,7255
2021-11-27,1076,19.0,7070
2021-11-28,1383,14.0,6989
2021-11-29,1137,19.0,7220
2021-11-30,1498,16.0,7335
2021-12-01,926,29.0,7172
2021-12-02,923,14.0,7322
2021-12-03,231,22.0,7427
2021-12-04,550,2.0,7496
2021-12-05,513,6.0,7563
2021-12-06,549,4.0,7787
2021-12-07,1238,7.0,7681
2021-12-08,1435,30.0,7593
2021-12-09,1459,27.0,7664
2021-12-10,1584,36.0,7718
2021-12-11,1503,36.0,7305
2021-12-12,1160,22.0,7349
2021-12-13,603,10.0,7776
2021-12-14,457,9.0,7930
2021-12-15,290,31.0,7935
2021-12-16,1025,10.0,8052
2021-12-17,732,36.0,7981
2021-12-18,1411,10.0,7701
2021-12-19,683,7.0,7580
2021-12-20,520,15.0,7856
2021-12-21,1252,10.0,7771
2021-12-22,1290,11.0,7651
2021-12-23,1211,17.0,7839
2021-12-24,296,15.0,7725
2021-12-25,126,7.0,7674
2021-12-26,211,5.0,7708
2021-12-27,160,10.0,7733
2021-12-28,359,11.0,7902
2021-12-29,560,13.0,8049
2021-12-30,407,8.0,8084
2021-12-31,133,13.0,7957
2022-01-01,1380,17.0,7712
2022-01-02,1261,34.0,7469
2022-01-03,506,13.0,7961
2022-01-04,719,20.0,8133
2022-01-05,57,15.0,8030
2022-01-06,402,8.0,8061
2022-01-07,629,9.0,8011
2022-01-08,672,17.0,7831
2022-01-09,1108,30.0,7776
2022-01-10,1623,20.0,7670
2022-01-11,1560,25.0,7429
2022-01-12,1163,14.0,7389
2022-01-13,1120,19.0,7396
2022-01-14,914,38.0,7418
2022-01-15,1282,27.0,7136
2022-01-16,1136,37.0,7170
2022-01-17,1588,37.0,7562
2022-01-18,544,21.0,7773
2022-01-19,788,55.0,7951
2022-01-20,1712,17.0,7598
2022-01-21,945,40.0,7350
2022-01-22,1501,40.0,7004
2022-01-23,1471,31.0,6912
2022-01-24,554,14.0,7356
2022-01-25,1175,35.0,7354
2022-01-26,1149,22.0,7320
2022-01-27,1047,58.0,7394
2022-01-28,1679,22.0,7384
2022-01-29,1409,34.0,6993
2022-01-30,1540,27.0,6998
2022-01-31,1284,16.0,7630
2022-02-01,267,13.0,7743
2022-02-02,793,26.0,7860
2022-02-03,724,27.0,7789
2022-02-04,1571,17.0,7679
2022-02-05,1341,25.0,7090
2022-02-06,1737,44.0,7059
2022-02-07,1659,59.0,7263
2022-02-08,1588,33.0,7318
2022-02-09,1512,69.0,7227
2022-02-10,1416,36.0,7194
2022-02-11,853,68.0,7264
2022-02-12,1037,52.0,7054
2022-02-13,732,40.0,6885
2022-02-14,600,24.0,7265
2022-02-15,339,15.0,7362
2022-02-16,448,53.0,7445
2022-02-17,1488,38.0,7468
2022-02-18,947,17.0,7438
2022-02-19,1565,20.0,7315
2022-02-20,587,18.0,7402
2022-02-21,166,16.0,7571
2022-02-22,98,22.0,7831
2022-02-23,1071,27.0,7900
2022-02-24,431,40.0,7551
2022-02-25,1403,90.0,7559
2022-02-26,1565,85.0,7242
2022-02-27,1573,67.0,7268
2022-02-28,972,39.0,7448
2022-03-01,593,40.0,7301
2022-03-02,117,9.0,7387
2022-03-03,79,11.0,7376
2022-03-04,368,26.0,7394
2022-03-05,99,60.0,7170
2022-03-06,568,94.0,7118
2022-03-07,1516,49.0,7396
2022-03-08,708,82.0,7499
2022-03-09,632,100.0,7485
2022-03-10,998,109.0,7514
2022-03-11,1193,98.0,7511
2022-03-12,1261,60.0,7049
2022-03-13,565,101.0,7016
2022-03-14,1490,82.0,7323
2022-03-15,1448,91.0,7232
2022-03-16,1284,106.0,7148
2022-03-17,1328,102.0,7095
2022-03-18,1229,92.0,6972
2022-03-19,872,91.0,6702
2022-03-20,1570,77.0,6791
2022-03-21,1369,125.0,7058
2022-03-22,1104,113.0,6935
2022-03-23,1619,62.0,7009
2022-03-24,936,83.0,6939
2022-03-25,575,84.0,7006
2022-03-26,617,104.0,6754
2022-03-27,512,118.0,6608
2022-03-28,791,92.0,7046
2022-03-29,422,121.0,6875
2022-03-30,1609,116.0,7070
2022-03-31,1037,91.0,7000
2022-04-01,808,111.0,6795
2022-04-02,1090,66.0,6713
2022-04-03,1322,70.0,6701
2022-04-04,1680,82.0,6873
2022-04-05,1864,90.0,6974
2022-04-06,1173,120.0,6870
2022-04-07,931,129.0,6792
2022-04-08,1762,92.0,6958
2022-04-09,1345,78.0,6766
2022-04-10,769,118.0,6710
2022-04-11,933,129.0,6956
2022-04-12,1153,58.0,7110
2022-04-13,594,78.0,6998
2022-04-14,266,71.0,6999
2022-04-15,41,95.0,6650
2022-04-16,449,132.0,6652
2022-04-17,281,120.0,6537
2022-04-18,829,132.0,6936
2022-04-19,1582,69.0,7140
2022-04-20,892,106.0,7021
2022-04-21,788,106.0,7058
2022-04-22,468,91.0,6951
2022-04-23,215,131.0,6629
2022-04-24,353,148.0,6591
2022-04-25,940,139.0,6857
2022-04-26,1149,48.0,6917
2022-04-27,1699,98.0,7058
2022-04-28,603,102.0,6882
2022-04-29,237,121.0,6804
2022-04-30,485,128.0,6593
2022-05-01,594,106.0,6558
2022-05-02,494,111.0,6851
2022-05-03,428,147.0,6748
2022-05-04,1436,87.0,6785
2022-05-05,911,72.0,6730
2022-05-06,1835,144.0,6811
2022-05-07,991,104.0,6561
2022-05-08,834,107.0,6633
2022-05-09,497,102.0,6865
2022-05-10,1240,128.0,6958
2022-05-11,456,142.0,6824
2022-05-12,331,109.0,6693
2022-05-13,1087,98.0,6853
2022-05-14,1281,142.0,6751
2022-05-15,851,164.0,6510
2022-05-16,1248,143.0,6830
2022-05-17,1275,109.0,6814
2022-05-18,1123,122.0,6816
2022-05-19,1702,38.0,7017
2022-05-20,1085,92.0,6844
2022-05-21,103,138.0,6378
2022-05-22,271,176.0,6355
2022-05-23,672,178.0,6542
2022-05-24,944,154.0,6668
2022-05-25,1389,152.0,6663
2022-05-26,741,180.0,6581
2022-05-27,1250,132.0,6807
2022-05-28,917,155.0,6553
2022-05-29,624,132.0,6462
2022-05-30,1307,108.0,6801
2022-05-31,192,213.0,6539
2022-06-01,111,186.0,6638
2022-06-02,192,228.0,6746
2022-06-03,627,195.0,6918
2022-06-04,584,110.0,6627
2022-06-05,719,97.0,6522
2022-06-06,831,106.0,6690
2022-06-07,342,108.0,6516
2022-06-08,854,152.0,6736
2022-06-09,911,190.0,6836
2022-06-10,1566,183.0,6941
2022-06-11,1255,137.0,6650
2022-06-12,580,188.0,6420
2022-06-13,1142,36.0,6844
2022-06-14,1868,57.0,6888
2022-06-15,1476,91.0,6805
2022-06-16,511,173.0,6737
2022-06-17,526,175.0,6788
2022-06-18,576,142.0,6619
2022-06-19,464,141.0,6516
2022-06-20,609,73.0,6846
2022-06-21,974,207.0,6978
2022-06-22,1262,203.0,6968
2022-06-23,884,212.0,6771
2022-06-24,985,76.0,6813
2022-06-25,332,266.0,6546
2022-06-26,226,287.0,6572
2022-06-27,169,284.0,6858
2022-06-28,694,249.0,6942
2022-06-29,1237,215.0,7022
2022-06-30,187,266.0,6916
2022-07-01,281,259.0,6691
2022-07-02,343,199.0,6544
2022-07-03,280,83.0,6519
2022-07-04,188,91.0,6869
2022-07-05,640,298.0,6888
2022-07-06,209,200.0,6827
2022-07-07,430,250.0,6956
2022-07-08,571,299.0,7044
2022-07-09,507,291.0,6827
2022-07-10,732,240.0,6803
2022-07-11,485,276.0,7246
2022-07-12,568,295.0,7484
2022-07-13,796,189.0,7367
2022-07-14,265,314.0,7304
2022-07-15,518,305.0,7434
2022-07-16,872,328.0,7211
2022-07-17,324,315.0,6939
2022-07-18,901,64.0,7352
2022-07-19,1263,324.0,7293
2022-07-20,503,336.0,7127
2022-07-21,561,339.0,7300
2022-07-22,571,239.0,7026
2022-07-23,170,291.0,6825
2022-07-24,353,307.0,6890
2022-07-25,325,156.0,7091
2022-07-26,103,246.0,7171
2022-07-27,98,276.0,7403
2022-07-28,294,344.0,7646
2022-07-29,437,254.0,7598
2022-07-30,286,289.0,7103
2022-07-31,343,322.0,6941
2022-08-01,734,311.0,7024
2022-08-02,658,273.0,7124
2022-08-03,931,223.0,7154
2022-08-04,1319,260.0,7117
2022-08-05,578,295.0,6833
2022-08-06,491,328.0,6670
2022-08-07,638,318.0,6961
2022-08-08,764,305.0,7288
2022-08-09,362,309.0,7099
2022-08-10,444,96.0,7154
2022-08-11,600,291.0,7342
2022-08-12,280,279.0,7360
2022-08-13,710,284.0,7276
2022-08-14,512,327.0,6935
2022-08-15,277,293.0,7219
2022-08-16,231,282.0,7220
2022-08-17,356,298.0,7302
